text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
"While she was teaching, "" wrote one of her cousins, "" my mother broke her ankle and Clara cared for her almost a year. She was a grand",1912,1910-19,NF/ACAD,ClaraASwainMD,intransitive,anticausative,animate,patient,verb,my mother,broke,
"it necessary to answer. So he wriggled to find out if any bones were broken, and, in the end, discovered a tender knob on the right side",1915,1910-19,FIC,HarborDoubt,intransitive,anticausative,inanimate,patient,verb,bones,broken,
"stay on the couch and swung the light around where he could see. They broke into song or jokes now and then as was their wont, but over it",1917,1910-19,FIC,Witness,intransitive,anticausative,animate,agent,verb,they,broke,song or jokes
", and the other natives, could do nothing. In the gathering twilight, broken by the light of several campfires, they stood helpless watching the two plucky youths",1912,1910-19,FIC,TomSwiftCaptivity,intransitive,anticausative,inanimate,patient,verb,twilight,broken,
"had whirled the great trunk high up in the air and brought it down, broken, in the channel of the stream. There seemed nothing to do now but",1912,1910-19,FIC,BoyScoutsInAirship,transitive,causative,animate,agent,verb,it,break,the great trunk
for the suffrage of the people. The democratic national group is in danger of breaking down because of too much individualism and indifference to social welfare. The multiplication of,1913,1910-19,NF/ACAD,scan,intransitive,anticausative,inanimate,patient,verb,The democratic national group,breaking down,
"a world of tranquillity without a single noise. Even then he complained that I broke his train of thought by opening the bureau drawers, so I made every effort",1918,1910-19,MAG,Atlantic,transitive,causative,animate,agent,verb,I,broke,his train of thought
led some unfriendly critics of Christ to state very complacently and confidently that he simply broke down when the critical hour came.' In this assertion I find a very,1916,1910-19,MAG,Atlantic,intransitive,anticausative,animate,patient,verb,he,broke,
"of these spouts was making so straight for us that we fired one shot to break it, for had it come aboard the little Georgia, it would have swamped",1917,1910-19,MAG,Atlantic,transitive,causative,inanimate,agent,verb,we,break,it
of the Allies. North of the Aisne the German assaults have been nearly everywhere broken. A slight advance by the Germans on the Ourcq has been won at the,1918,1910-19,NEWS,NYT-Reg,intransitive,anticausative,inanimate,patient,verb,the German assaults,broken,
"Frenchmen stare! Doesn't it make you nervous, Lizzie? "" Mrs. Mears broke out suddenly, ruffling her feather boa about an outraged bosom. Mrs. Mears was",1910,1910-19,FIC,TalesMenGhosts,intransitive,anticausative,animate,agent,verb,Mrs. Mears,broke,
"we were already in the infernal regions. Ghastly was the spectacle as the dawn broke, and a pallid sun appeared. On all sides we beheld gaunt fleeting spectres",1913,1910-19,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,the dawn,broke,
"13 DONNA LEE Why, no, dearest, no. GILBERT STEELE It would break my heart if -- (He kisses her again.) DONNA LEE I'm",1911,1910-19,FIC,Play:Madonna,transitive,causative,animate,agent,verb,it,break,my heart
"was Farvel, uncertain, and troubled. "" Alan, not now, "" broke in Wallace; "" -- later. "" "" May I have another word?",1917,1910-19,FIC,Apron-Strings,intransitive,causative,animate,agent,verb,Wallace,broke in,
"Carl bowed with curiously graceful insolence. "" As if one could even hope to break such splendid nerve as that! "" he murmured appreciatively. "" It is an",1914,1910-19,FIC,DianeGreenVan,intransitive,anticausative,animate,agent,verb,one,break,
"such fear. Their uneasiness was not lessened when the sharp crack of a rifle broke upon their ears, from a point not far down the stream. It was",1911,1910-19,FIC,LostTrail,intransitive,anticausative,inanimate,patient,verb,the sharp crack of a rifle,broke,upon their ears
"! "" "" Look out he doesn't tear loose! "" "" He'll break that pole! "" Fitzpatrick and Major Henry were yelling at us from the fire",1912,1910-19,FIC,PluckOnLongTrail,transitive,causative,animate,agent,verb,he,break,that pole
"death on her and her dearer part, the child, because they could not break her will. And fear struggled weakly in her, deep and quite disregarded.",1916,1910-19,MAG,Atlantic,intransitive,anticausative,inanimate,agent,verb,they,break,
". ANNE I can not see him. There is silence for a time, broken only by the nervous scratching of LOUIS'S pen. LOUIS at work. Still",1912,1910-19,FIC,Play:BeautyJacobin,intransitive,anticausative,inanimate,patient,verb,silence,broken,
"century barbarity in Cuba. "" Thaine was reciting his lesson glibly, but Leigh broke in. "" But why must you go? You, an only child?",1914,1910-19,FIC,WinningWilderness,intransitive,anticausative,animate,agent,verb,Leigh,broke in,
"had been without pity for him; he knocked them over, battered them, broke their arms and legs, and wrought terrible havoc among them; and during this",1910,1910-19,NF/ACAD,Hero-MythsLegends,transitive,causative,animate,agent,verb,he,broke,their arms and legs
"her mouth. Then the moving tidy caught my eye, and the spell was broken. I went over to the sofa with a decided step, and carefully replaced",1912,1910-19,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,the spell,broken,
"the evening seem to awe him for a moment into silence, and then he breaks forth into a universal paean of praise: "" O, Lord, how manifold",1915,1910-19,NF/ACAD,HowAddTenYears,intransitive,causative,animate,agent,verb,he,breaks,
there was nut some way to help the victims of combined poverty and tuberculosis without breaking up families and making paupers of them. It is to Buonocore's revolt that,1916,1910-19,MAG,Harpers,transitive,causative,inanimate,agent,verb,there,breaking,families
"? free to cut himself to pieces running through the crowded streets. The lion breaks out of his cage and cowers in a corner, bewildered by his freedom.",1911,1910-19,MAG,Scribners,intransitive,anticausative,animate,patient,verb,The lion,breaks,
"it. "" Silent from the moment Adrienne had mentioned Marian's name, Jane broke into the conversation. "" After I read that miserable letter, I felt as",1918,1910-19,FIC,JaneAllenRight,intransitive,causative,animate,agent,verb,Jane,broke,into the conversation
For a moment during the walk back into town the spell that held them was broken. When they had come to the crest of Waterworks Hill they stopped by a,1919,1910-19,FIC,WinesburgOhioGroup,intransitive,anticausative,inanimate,patient,verb,the spell that held them,broken,
"into the conflict. With all honesty Germans fail to recognize their peculiar wrong in breaking treaty obligations when every other nation in history has done so, when circumstances rendered",1915,1910-19,MAG,SouthAtlanticQ,intransitive,anticausative,animate,agent,verb,Germans,break,
". Phil set her teeth hard; her arms strained until it seemed they would break. Then, as Holton began to aid himself with his free hand, his",1913,1910-19,FIC,OtherwisePhyllis,intransitive,anticausative,inanimate,patient,verb,they,break,
", the three together, as they had come. Behind them, the room broke into hushed, awed exclamations, and began to writhe and twist, as men",1912,1910-19,FIC,Plunderer,intransitive,anticausative,inanimate,patient,verb,the room,broke,
". He fell heavily into the chair by the bed, while a deep groan broke from his stiff and twitching lips. "" She's left me! She's",1910,1910-19,FIC,OtherMain-Travelled,intransitive,anticausative,inanimate,patient,verb,a deep groan,broke,
", but it wouldn't break -- no, sir! -- it wouldn't break! ""' Ho! Birch-Tree, won't you mind me? Bend and",1915,1910-19,NF/ACAD,IndianWhyStories,intransitive,anticausative,inanimate,patient,verb,it,break,
"the bare backs, and sent splinters from the gun barrels and the noise of breaking bushes was loud under the ponies' feet. Once again on the road David",1910,1910-19,FIC,EmigrantTrail,intransitive,anticausative,inanimate,patient,verb,the bare backs,break,
told you! Let me go. I've told you -- I -- She breaks from him and rushes out. CRAIG does not move. MARGARET comes from Bernice,1919,1910-19,FIC,Play:Bernice,intransitive,anticausative,animate,patient,verb,She,breaks,
". The first tears in many a year, the tears of a strong man broken for the first time in his life. "" Sand did it! "" grunted",1919,1910-19,FIC,JudithBlueLake,intransitive,anticausative,animate,patient,verb,a strong man,broken,
", and any emotion affected him unpleasantly as something extravagant and indecent. Sweat had broken out in glistening clusters over her face and neck, and her eyes, under",1913,1910-19,FIC,Virginia,intransitive,anticausative,inanimate,patient,verb,sweat,broken,
"of a good tableau. We wish for more atmosphere, for tones more subtly broken; in a word, for less of brute force and more of creative mystery",1913,1910-19,NF/ACAD,ArtCommonSense,intransitive,anticausative,inanimate,patient,verb,tones,broken,
. XVI IF NOT PRISONS -- WHAT? What would you advise to check law breaking? A good practical answer to that question would save civilized humanity a great many,1914,1910-19,NF/ACAD,SubterraneanBrotherhood,intransitive,anticausative,animate,agent,verb,you,break,
"acid and, of late years, hexamethylin, which has the curious trick of breaking down in the body into the well-known formalin or formaldehyde. The dose of all",1917,1910-19,MAG,GoodHouse,intransitive,anticausative,inanimate,patient,verb,hexamethylin,breaking,
have a chance to tell you. Simply for that one purpose. I have broken the business world to my will... that also was to make you mine!,1912,1910-19,FIC,Second-StoryMan,transitive,causative,animate,agent,verb,I,broken,the business world
"body ached. (In a week my hands had blistered, the blisters had broken, and then over the cracked flesh ingrained with coal-dust healing callouses had begun to",1910,1910-19,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,the blisters,broken,
"shockingly inadequate. St. Clair was a man of honest intention, but old, broken in health, and of very limited military ability; and when finally, October",1919,1910-19,NF/ACAD,OldNorthwestAChronicle,intransitive,anticausative,animate,patient,verb,St. Clair,broken,
the sudden roar of an airplane engine shattered the silence; then another whirring racket broke out; then another. He heard presently the loud rattle of his comrades',1917,1910-19,FIC,Barbarians,intransitive,anticausative,inanimate,patient,verb,another whirring racket,broke,
"when experience takes this turn, but with patience and common sense it can be broken of it. In any case, the advantages are so great and predominant that",1913,1910-19,NF/ACAD,SouthPoleAccount,transitive,causative,inanimate,agent,verb,it,broken,of it
