text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
"and fame by doing that very thing. Grouchy had his chance and failed to improve it. He was a veteran and a successful soldier, too. Comes the",1915,1910-19,FIC,EagleEmpire,transitive,causative,animate,agent,verb,Grouchy,improve,it
"of the Revolution, and six persons with suggestions about enriching the church services and improving the sermons. Summing up the whole day: I humbly reckon my efficiency percentage",1912,1910-19,MAG,Nation,intransitive,anticausative,inanimate,agent,verb,suggestions,improving,
"of the university. Already quite at home in the water, he worked at improving his stroke with such energy, and was in the tank so much, that",1912,1910-19,FIC,BoyWithUSFisheries,intransitive,anticausative,animate,agent,verb,he,improve,
"out briefly one of our most obvious weaknesses, and to suggest some considerations for improving our methods of government. The process must necessarily be slow. But at least",1917,1910-19,NEWS,NYT-Let,intransitive,anticausative,inanimate,agent,verb,considerations,improve,
"were the Shakers and other farmers in Warren County. John Harkrader did much to improve them, and following him D. M. Magie, of Butler County, no doubt",1914,1910-19,NF/ACAD,BeginningsInAnimal,transitive,causative,animate,agent,verb,John Harkrader,improve,them
"are, from time to time, it is true, pronouncements in favor of improving Sino-Japanese relations, but they seldom take the form of a demand for meticulously respecting",1917,1910-19,MAG,Scribners,intransitive,anticausative,inanimate,agent,verb,pronouncements,improve,
"interest outside of that State, the principal one being due to the necessity of improving the State's financial condition. The circumstances of the revision, on the contrary",1913,1910-19,MAG,Nation,intransitive,anticausative,inanimate,agent,verb,the necessity,improve,
"situation in rural life will not, I am convinced, be greatly changed or improved unless the farmers themselves take the leading and vital part. Many of the farmers",1914,1910-19,MAG,SouthAtlanticQ,intransitive,anticausative,inanimate,patient,verb,situation in rural life,improve,
"to lease certain coaling and naval stations to the United States; to continue to improve the sanitation of its | cities; and to allow the American to intervene """,1912,1910-19,MAG,NorthAmRev,transitive,causative,inanimate,agent,verb,it,improve,the sanitation of its cities
"more about story-writing as I grew older, I could not feel that I had improved much since the preceding week, when one of my latest stories, as good",1914,1910-19,MAG,Atlantic,intransitive,anticausative,inanimate,patient,verb,I,improve,
", were strongly emphasized. The Union has intervened in unifying consular documents, in improving custom-house regulation and sanitary police, in promoting the construction of the Pan-American Railway,",1910,1910-19,MAG,Nation,intransitive,anticausative,inanimate,agent,verb,The Union,improving,
"increasing efficiency. I i can reply that such work is invaluable. Let us improve, condense, reform, wherever we can, making four-year courses into three,",1913,1910-19,MAG,Harpers,intransitive,anticausative,animate,agent,verb,us,improve,
; but they're doing wonderful things with potatoes these days. I'd rather improve the breed of a squash than to have an orchid named after me. Wonderful,1911,1910-19,FIC,Play:ReturnPeterGrimm,transitive,causative,animate,agent,verb,I,improve,the breed of a squash
"perhaps, learning how most effectively to use our new engine of war, and improving upon so much that, when the enemy used tanks against us, we were",1918,1910-19,MAG,Atlantic,intransitive,anticausative,animate,agent,verb,we,improve,
""" Aunt Sarah, "" she ventured, "" don't you really think we improve as we get older? "" "" Meaning, "" said the old lady,",1914,1910-19,FIC,Penrod,intransitive,anticausative,animate,agent,verb,we,improve,
"end that their co-operation with doctors, teachers, and parents may progressively contribute toward improving the health of the children. 4. Open-air schools for giving to the physically",1915,1910-19,NF/ACAD,HealthWorkInPublic,intransitive,anticausative,inanimate,agent,verb,"their co-operation with doctors, teachers, and parents",improve,
"on Fridays also, the week would be considerably brightened thereby and her whole disposition improved. Now Fridays were cinched tightly to the Big Four, but the young man",1917,1910-19,FIC,LaughingBillHyde,intransitive,anticausative,inanimate,patient,verb,her whole disposition,improved,
"shore line out into the river. This land will all be filled in and improved as a park, which will practically double the area of the present Riverside Drive",1911,1910-19,NEWS,NYT-Ed,intransitive,anticausative,inanimate,patient,verb,this land,improved,
"their father, "" and the girls, their mother. In his efforts to improve the breed of other animals, man has never tried to deliberately cross the large",1911,1910-19,NF/ACAD,Man-MadeWorldOur,intransitive,anticausative,animate,agent,verb,man,improve,
", whether first paid out as dividends or not, has always been invested in improving the existing lines or in building new ones. This has been of great benefit",1910,1910-19,MAG,Scribners,intransitive,anticausative,inanimate,agent,verb,this,improve,
"in the front rank as the body that in their opinion had done most to improve its city and stimulate civic loyalty on the part of the citizens. "" The",1915,1910-19,MAG,Nation,transitive,causative,inanimate,agent,verb,the body,improve,its city
"instance. In the cotton States -- but even there the conditions can be greatly improved if the banks will employ their resources in a reasonable and helpful way. """,1914,1910-19,NEWS,NYT-Ed,intransitive,anticausative,inanimate,patient,verb,the conditions,improved,
"support themselves even with the work of daughters and perhaps of wives? Conditions are improving. For, according to Pro? fessor Frank Frost Abbott of Princeton University,",1914,1910-19,MAG,NewRepublic,intransitive,anticausative,inanimate,patient,verb,conditions,improving,
"the German, since the reproof received from the young Shawanoe, had resolved to improve his manner of expressing himself. He was of the age that he could do",1911,1910-19,FIC,LostTrail,intransitive,anticausative,animate,agent,verb,the German,improve,
in spreading throughout the whole country the kind of education best calculated to conserve and improve mental health.,1917,1910-19,MAG,Harpers,intransitive,anticausative,inanimate,patient,verb,the kind of education best calculated to conserve and improve mental health,improve,
"of men, and carried on in much the same way. And as men improved, women improved with them. When the moral force came, the standard of",1911,1910-19,MAG,Harpers,intransitive,anticausative,animate,agent,verb,men,improve,
"organization. However, in a blundering way, the Socialist party has sought to improve itself in the manner suggested, and in so far as they have carried out",1916,1910-19,MAG,NewRepublic,intransitive,anticausative,animate,agent,verb,the Socialist party,improve,
"while the same amount of ordinary sixteen candle-power illuminating gas is 5,693 calories.' Improve ments have been carried on in making and using this pro ducer gas so that",1911,1910-19,NF/ACAD,PrinciplesIndustrial,intransitive,anticausative,inanimate,patient,verb,improvements,improve,
"had prepared many a meal for himself and the old professor. Conditions certainly had improved wonderfully, and for the time being Dave forgot his trouble with Aaron Poole.",1910,1910-19,FIC,DavePorterAtStar,intransitive,anticausative,inanimate,patient,verb,conditions,improved,
"importations were kept in the Eastern and Southern states, and little was done to improve them. They are peculiar in having a large, fat // tail, and",1914,1910-19,NF/ACAD,BeginningsInAnimal,transitive,causative,inanimate,agent,verb,little,improve,them
". He scorned the "" $100 lust as soon as appointed, "" and then improved the occasion to read a great moral lesson to the writer of the letter,",1913,1910-19,MAG,Nation,transitive,causative,animate,agent,verb,he,improved,the occasion
"study in the Woman's Medical College, but we may be sure that she improved every opportunity to perfect herself in her chosen calling. Her instructors were her warm",1912,1910-19,NF/ACAD,ClaraASwainMD,intransitive,anticausative,animate,agent,verb,she,improved,
